Date,TAVG,RAIN,TR05
24-02-2024,56.22,0,1.7039
25-02-2024,62.24,0,1.7013
26-02-2024,69.39,0,1.7017
27-02-2024,65.78,0,1.7019
28-02-2024,34.64,0,1.725
29-02-2024,35.39,0.12,1.736
01-03-2024,47.23,0,1.7275
02-03-2024,62.88,0,1.7166
03-03-2024,68.98,0,1.711
04-03-2024,65.26,0,1.7062
05-03-2024,51.93,0,1.7193
06-03-2024,54.23,0,1.7259
07-03-2024,64.64,0.38,1.7164
08-03-2024,44.57,0.65,1.6654
09-03-2024,42.95,0,1.6604
10-03-2024,47.81,0,1.6672
11-03-2024,56.37,0,1.6672
12-03-2024,63.4,0,1.6638
13-03-2024,69.16,0,1.6597
14-03-2024,69.36,0,1.6529
15-03-2024,52.41,0,1.6708
16-03-2024,48.12,0.15,1.6798
17-03-2024,54.97,0.02,1.6737
18-03-2024,43.7,0,1.6825
19-03-2024,52.39,0,1.6855
20-03-2024,60.72,0,1.6787
21-03-2024,56.32,1.58,1.6532
22-03-2024,57.41,0.01,1.6389
23-03-2024,49.84,0,1.6518
24-03-2024,58.67,0.39,1.6493
25-03-2024,49.46,0,1.643
26-03-2024,40.54,0,1.6561
27-03-2024,40.58,0,1.6669
28-03-2024,51.86,0.01,1.6664
29-03-2024,64.05,0,1.6615
30-03-2024,66.93,0,1.6563
31-03-2024,67.46,0,1.6541
01-04-2024,67.59,0.44,1.6486
02-04-2024,49.95,0,1.6389
03-04-2024,53.37,0,1.65
04-04-2024,58.76,0,1.6547
05-04-2024,67.54,0,1.6502
06-04-2024,66.11,0.08,1.6504
07-04-2024,60.25,0,1.6599
08-04-2024,60.45,0,1.6647
09-04-2024,60.39,0.35,1.6681
10-04-2024,54.05,0.44,1.6462
11-04-2024,55.87,0,1.6477
12-04-2024,63.22,0,1.6482
13-04-2024,69.16,0,1.6468
14-04-2024,72.83,0,1.645
15-04-2024,70.26,0,1.6441
16-04-2024,71.39,0,1.6493
17-04-2024,72.69,0,1.6536
18-04-2024,64.6,0,1.6615
19-04-2024,56.05,0,1.6857
20-04-2024,51.56,0.39,1.6701
21-04-2024,51.32,0,1.6674
22-04-2024,56.32,0,1.6721
23-04-2024,66.03,0,1.6719
24-04-2024,66.93,0,1.6724
25-04-2024,72.59,0,1.6726
26-04-2024,72.81,0.48,1.6317
27-04-2024,71.12,1.05,1.6238
28-04-2024,65.43,0.17,1.6091
29-04-2024,67.72,0.01,1.6186
30-04-2024,73.1,0.04,1.624
01-05-2024,70.81,0.62,1.6337
02-05-2024,68.13,0.75,1.5996
03-05-2024,71.01,0.03,1.6035
04-05-2024,64.62,0.11,1.6152
05-05-2024,64.64,1.97,1.6046
06-05-2024,73.39,0,1.6069
07-05-2024,71.62,0,1.6132
08-05-2024,74.58,0,1.6265
09-05-2024,66.66,0,1.6599
10-05-2024,64.54,0,1.6911
11-05-2024,65.28,0.08,1.7214
12-05-2024,62.43,0.5,1.687
13-05-2024,65.64,0.05,1.6498
14-05-2024,67.21,0.01,1.6527
15-05-2024,74.46,0,1.6626
16-05-2024,67.49,0.25,1.6611
17-05-2024,68.38,0,1.6668
18-05-2024,75.33,0,1.6879
19-05-2024,79.12,0,1.7349
20-05-2024,79.36,0,1.792
21-05-2024,79.54,0,1.8539
22-05-2024,70.15,0.27,1.8697
23-05-2024,72.96,0.5,1.8508
24-05-2024,74.8,0,1.6979
25-05-2024,74.56,0.03,1.7387
26-05-2024,78.64,0,1.7866
27-05-2024,76.12,0,1.8684
28-05-2024,72.81,0.38,1.8851
29-05-2024,72.81,0,1.8633
30-05-2024,70.9,0.27,1.8564
31-05-2024,69.84,0.07,1.7738
01-06-2024,74.83,0,1.7975
02-06-2024,68.73,0.43,1.7846
03-06-2024,70.81,0.37,1.6936
04-06-2024,74.32,0.74,1.6638
05-06-2024,75.26,0,1.5845
06-06-2024,79.69,0,1.587
07-06-2024,82.05,0,1.608
08-06-2024,84.42,0,1.6462
09-06-2024,80.06,0.06,-996
10-06-2024,73.65,0,-996
11-06-2024,73.85,0,-996
12-06-2024,76.68,0,-996
13-06-2024,80.43,0,-996
14-06-2024,81.16,0,-996
15-06-2024,80.63,0,-996
16-06-2024,82.19,0,-996
17-06-2024,83.03,0,-996
18-06-2024,80.91,0,-996
19-06-2024,78.89,0,-996
20-06-2024,79.09,0,-996
21-06-2024,82.46,0,-996
22-06-2024,83.91,0,-996
23-06-2024,87.37,0,-996
24-06-2024,85.97,0,-996
25-06-2024,87.45,0,-996
26-06-2024,89.34,0,-996
27-06-2024,84.9,0,-996
28-06-2024,88,0,-996
29-06-2024,88.34,0,-996
30-06-2024,87.16,0,-996
01-07-2024,88.3,0,-996
02-07-2024,90.28,0,-996
03-07-2024,89.3,0,-996
04-07-2024,83.98,0.25,-996
05-07-2024,70.41,0.96,-996
06-07-2024,77.26,0,-996
07-07-2024,77.01,0.1,-996
08-07-2024,76.56,0,-996
09-07-2024,78.64,0,-996
10-07-2024,81.94,0,-996
11-07-2024,85.08,0,-996
12-07-2024,84.95,0,-996
13-07-2024,83.34,0,-996
14-07-2024,86.18,0,-996
15-07-2024,87.77,0,-996
16-07-2024,-996,0,-996
17-07-2024,78.99,0,-996
18-07-2024,78.99,0,-996
19-07-2024,79.42,0,-996
20-07-2024,77.89,0.13,-996
21-07-2024,78.43,0,-996
22-07-2024,74.27,0,-996
23-07-2024,76.19,0,-996
24-07-2024,80.46,0,-996
25-07-2024,80.23,0,-996
26-07-2024,78.62,0,-996
27-07-2024,80.17,0,-996
28-07-2024,84.2,0,-996
29-07-2024,86.84,0,-996
30-07-2024,88.06,0,-996
31-07-2024,88.39,0,-996
01-08-2024,89.67,0,-996
02-08-2024,84.95,0,-996
03-08-2024,81.72,0,-996
04-08-2024,83.31,0,-996
05-08-2024,84.68,0,-996
06-08-2024,87.58,0,3.8716
07-08-2024,89.22,0,3.8768
08-08-2024,87.85,0,3.8832
09-08-2024,76.34,0.21,3.8323
10-08-2024,70.68,0.2,3.4462
11-08-2024,78.86,0.11,2.4519
12-08-2024,84.98,0.06,2.1852
13-08-2024,89.02,0,2.1044
14-08-2024,89.83,0,2.1307
15-08-2024,88.91,0,2.2145
16-08-2024,91.03,0,2.3576
17-08-2024,91.51,0,2.6115
18-08-2024,93.17,0,3.1153
19-08-2024,90.58,0,3.6247
20-08-2024,85.42,0,3.7422
21-08-2024,84.01,0,3.7896
22-08-2024,83.87,0,3.8241
23-08-2024,90.99,0,3.8356
24-08-2024,89.99,0,3.8473
25-08-2024,87.84,0,3.8606
26-08-2024,84.8,0,3.8721
27-08-2024,83.87,0,3.8792
28-08-2024,84.68,0,3.8836
29-08-2024,84.34,0,3.8875
30-08-2024,78.36,0.1,3.8732
31-08-2024,78.72,0,3.8052
01-09-2024,79.97,0,3.7687
02-09-2024,76.82,0,3.8052
03-09-2024,74.32,0.05,3.8304
04-09-2024,75.09,0,3.7846
05-09-2024,78.08,0,3.7516
06-09-2024,76.29,0,3.8332
07-09-2024,71.84,0,3.8805
08-09-2024,70.4,0,3.9051
09-09-2024,70.88,0,3.9186
10-09-2024,71.99,0,3.9279
11-09-2024,74.16,0,3.9268
12-09-2024,74.58,0,3.919
13-09-2024,78.67,0,3.9198
14-09-2024,83.69,0,3.9147
15-09-2024,81.86,0,3.9088
16-09-2024,79.96,0,3.9103
17-09-2024,79.08,0,3.9115
18-09-2024,81.95,0,3.9122
19-09-2024,87.05,0,3.9057
20-09-2024,87.13,0,3.9086
21-09-2024,85.26,0,3.9099
22-09-2024,71.6,2.63,3.2521
23-09-2024,63.79,0.03,1.4727
24-09-2024,72.41,0.01,1.4681
25-09-2024,69.41,0,1.4664
26-09-2024,67.77,0,1.4734
27-09-2024,68.45,0,1.4859
28-09-2024,69.89,0,1.5063
29-09-2024,69.87,0,1.5268
30-09-2024,72.83,0,1.5468
01-10-2024,69.6,0,1.5722
02-10-2024,70.04,0,1.5954
03-10-2024,78.02,0,1.6128
04-10-2024,77.39,0,1.6392
05-10-2024,74.01,0,1.6788
06-10-2024,73.98,0,1.7174
07-10-2024,72.79,0,1.7591
08-10-2024,72.9,0,1.8039
09-10-2024,74.55,0.29,1.7009
10-10-2024,76.82,0,1.6877
11-10-2024,76.81,0,1.7418
12-10-2024,76.81,0,1.7943
13-10-2024,71.7,0,1.849
14-10-2024,62.4,0,1.8996
15-10-2024,64.8,0,1.9378
16-10-2024,50.73,0,1.9824
17-10-2024,56.32,0,2.0149
18-10-2024,63.73,0,2.0291
19-10-2024,65.47,0,2.0417
20-10-2024,64.68,0,2.0621
21-10-2024,70.06,0,2.076
22-10-2024,74.31,0,2.0773
23-10-2024,76.27,0,2.0829
24-10-2024,77.95,0,2.0998
25-10-2024,67.54,0,2.1274
26-10-2024,60.46,0,2.1682
27-10-2024,64.83,0,2.191
28-10-2024,76.98,0,2.1924
29-10-2024,76.46,0,2.2067
30-10-2024,73.45,0.41,2.1782
31-10-2024,53.14,0,1.7302
01-11-2024,57.72,0,1.8412
02-11-2024,65.19,1.48,1.722
03-11-2024,64.45,1.68,1.4729
04-11-2024,61.25,1.14,1.471
05-11-2024,54.71,0,1.4755
06-11-2024,55.94,0.01,1.4807
07-11-2024,57.62,0.44,1.4848
08-11-2024,59.77,1.35,1.4796
09-11-2024,52.5,0,1.4838
10-11-2024,55.1,0,1.4862
11-11-2024,56.36,0,1.4894
12-11-2024,60.15,0,1.4925
13-11-2024,58.82,0,1.4953
14-11-2024,51.24,0,1.5037
15-11-2024,56.84,0,1.5074
16-11-2024,61.24,0,1.5137
17-11-2024,63.24,0.11,1.5146
18-11-2024,60.73,1.13,1.5044
19-11-2024,52.89,0,1.5042
20-11-2024,45.77,0,1.5074
21-11-2024,47.26,0,1.5107
22-11-2024,45.58,0,1.5139
23-11-2024,57.62,0,1.5146
24-11-2024,62.98,0,1.5153
25-11-2024,43.88,0,1.5168
26-11-2024,42.09,0,1.5246
27-11-2024,51.29,0,1.527
28-11-2024,37.22,0,1.5294
29-11-2024,37.23,0,1.5361
30-11-2024,43.58,0,1.5398
01-12-2024,39.7,0,1.543
02-12-2024,39.63,0,1.5459
03-12-2024,40.38,0,1.5519
04-12-2024,50.62,0,1.5526
05-12-2024,37.98,0,1.558
06-12-2024,36.53,0,1.5655
07-12-2024,44.28,0,1.5682
08-12-2024,46.14,0.02,1.5713
09-12-2024,44.9,0.03,1.5726
10-12-2024,37.52,0,1.576
11-12-2024,40.67,0,1.5712
12-12-2024,48.83,0,1.5521
13-12-2024,53.69,0,1.5539
14-12-2024,53.32,0,1.5532
15-12-2024,57.54,0,1.5665
16-12-2024,56.44,0,1.5989
17-12-2024,49.83,0,1.5854
18-12-2024,40.11,0,1.5951
19-12-2024,40.24,0,1.6296
20-12-2024,36.9,0,1.6557
21-12-2024,38.38,0,1.64
22-12-2024,47.39,0,1.6722
23-12-2024,56.67,0.08,1.6607
24-12-2024,50.16,0.76,1.5246
25-12-2024,47.19,0.01,1.5196
26-12-2024,46.67,0.09,1.5144
27-12-2024,47.04,0,1.5294
28-12-2024,51.06,0,1.5272
29-12-2024,49.5,0.01,1.532
30-12-2024,57.37,0,1.5313
31-12-2024,43.2,0,1.5363
